8.2150078517587814e-03	2.3437358197542067e+03
1.6430015703517563e-02	2.3435632720767262e+03
2.4645023555276344e-02	2.3428047329532151e+03
3.2860031407035126e-02	2.3407663398958771e+03
4.9290047110552689e-02	2.3287613619167150e+03
6.5720062814070251e-02	2.2973362082718772e+03
7.3935070665829036e-02	2.2706988668447229e+03
8.2150078517587821e-02	2.2350381065028882e+03
9.0365086369346592e-02	2.1894731615001433e+03
9.8580094221105377e-02	2.1336595249137513e+03
1.0679510207286416e-01	2.0678912673316186e+03
1.1501010992462293e-01	1.9931124528062835e+03
1.2322511777638172e-01	1.9108275194141195e+03
1.3144012562814050e-01	1.8229291829982105e+03
1.3965513347989927e-01	1.7314847295606605e+03
1.4787014133165807e-01	1.6385279980084147e+03
1.5608514918341687e-01	1.5458943554465973e+03
1.6430015703517564e-01	1.4551169191341164e+03
1.7251516488693441e-01	1.3673836083920578e+03
1.8073017273869318e-01	1.2835424141981221e+03
1.8894518059045196e-01	1.2041378133853466e+03
1.9716018844221075e-01	1.1294624942718926e+03
2.0537519629396955e-01	1.0596125721560761e+03
2.1359020414572832e-01	9.9453894729133242e+02
2.2180521199748710e-01	9.3409115641307619e+02
2.3002021984924587e-01	8.7805261232612247e+02
2.3823522770100464e-01	8.2616761806033901e+02
2.4645023555276344e-01	7.7816126037424146e+02
2.5466524340452223e-01	7.3375351525878511e+02
2.6288025125628101e-01	6.9266885462609059e+02
2.7717592006909508e-01	6.2831752449448925e+02
2.9147158888190916e-01	5.7194916810838674e+02
3.0576725769472324e-01	5.2243282987421867e+02
3.2006292650753726e-01	4.7879292199826045e+02
3.3435859532035128e-01	4.4019719427447438e+02
3.4865426413316536e-01	4.0593987344225405e+02
3.6294993294597944e-01	3.7542399569602861e+02
3.7724560175879351e-01	3.4814484182969426e+02
4.0583693938442167e-01	3.0165296235749935e+02
4.3442827701004977e-01	2.6376371464858988e+02
4.6301961463567787e-01	2.3251415319880974e+02
4.9161095226130602e-01	2.0645882073404223e+02
5.5591885113065276e-01	1.6166904431423728e+02
6.2022674999999949e-01	1.2995670856966674e+02
6.8453464886934623e-01	1.0670073135271720e+02
7.4884254773869297e-01	8.9146054304960060e+01
8.7831089447236144e-01	6.4730895623122095e+01
1.0077792412060300e+00	4.9066114041339020e+01
1.2654852537688399e+00	3.0881263668660896e+01
1.5044117160804000e+00	2.1577569339606132e+01
1.7518062286432099e+00	1.5590192670697318e+01
2.0076619874371802e+00	1.1507516503041231e+01
2.2626972135678400e+00	8.6867381628146472e+00
2.5250322914572800e+00	6.6008595075062857e+00
2.7560971708542699e+00	5.2274562384818877e+00
3.0162214974874400e+00	4.0503524827744233e+00
3.2774139195979899e+00	3.1575252781254819e+00
3.5291212160804002e+00	2.5006896009278390e+00
3.7576955552763800e+00	2.0355508766379700e+00
