2.2493653007613901e+01	1.0000000000000001e-05
2.2493653007613901e+01	2.8131708436694497e-04
2.2493653007613901e+01	5.1738862875005693e-04
2.2493653007613901e+01	7.8287577036094435e-04
2.2493653007613901e+01	1.0501227330804250e-03
2.2493653007613901e+01	1.3160995176362534e-03
2.2493653007613901e+01	1.5626940443178451e-03
2.2493653007613901e+01	1.8180283933842069e-03
2.2493653007613901e+01	2.0820955424481992e-03
2.2493653007613901e+01	2.3453158248161392e-03
2.2493653007613901e+01	2.6160702391169340e-03
2.2493653007613901e+01	2.8545508746077738e-03
2.2493653007613901e+01	3.1230235861855670e-03
2.2493653007613901e+01	3.3925986725114256e-03
2.2493653007613901e+01	3.6523842192351928e-03
2.2493653007613901e+01	3.8882943835605263e-03
2.2493653007613901e+01	4.1688143866629619e-03
2.2493653007613901e+01	4.4064516251601108e-03
2.2493653007613901e+01	4.6828802268112178e-03
2.2493653007613901e+01	4.9275663782964493e-03
2.2493653007613901e+01	5.1960258671445436e-03
2.2493653007613901e+01	5.4516627856668358e-03
2.2493653007613901e+01	5.7183930920710535e-03
2.2493653007613901e+01	5.9633347775403045e-03
2.2493653007613901e+01	6.2275374757912120e-03
2.2493653007613901e+01	6.5019698264582948e-03
2.2493653007613901e+01	6.7408639944573912e-03
2.2493653007613901e+01	6.9988762406160100e-03
2.2493653007613901e+01	7.2654281374143152e-03
2.2493653007613901e+01	7.5261971658264837e-03
2.2493653007613901e+01	7.7785046093088788e-03
2.2493653007613901e+01	8.0586490080545737e-03
2.2493653007613901e+01	8.3103712102530689e-03
2.2493653007613901e+01	8.5791383901282180e-03
2.2493653007613901e+01	8.8226814017524462e-03
2.2493653007613901e+01	9.0889382415968705e-03
2.2493653007613901e+01	9.3394651780097353e-03
2.2493653007613901e+01	9.6013380126166847e-03
2.2493653007613901e+01	9.8573665744412335e-03
2.2493653007613901e+01	1.0125404751179366e-02
2.2493653007613901e+01	1.0383557372471160e-02
2.2493653007613901e+01	1.0647555713551266e-02
2.2493653007613901e+01	1.0909368015077345e-02
2.2493653007613901e+01	1.1149946329406045e-02
2.2493653007613901e+01	1.1425676226875580e-02
2.2493653007613901e+01	1.1672292334172302e-02
2.2493653007613901e+01	1.1935236541814520e-02
2.2493653007613901e+01	1.2186907699453025e-02
2.2493653007613901e+01	1.2466356176521360e-02
2.2493653007613901e+01	1.2708338024352945e-02
2.2493653007613901e+01	1.2982989586043684e-02
2.2493653007613901e+01	1.3233304668342907e-02
2.2493653007613901e+01	1.3507110029790140e-02
2.2493653007613901e+01	1.3743357751033473e-02
2.2493653007613901e+01	1.4012416328856503e-02
2.2493653007613901e+01	1.4272313632151970e-02
2.2493653007613901e+01	1.4532041150826614e-02
2.2493653007613901e+01	1.4790813178819794e-02
2.2493653007613901e+01	1.5039412086169192e-02
2.2493653007613901e+01	1.5308154088660019e-02
2.2493653007613901e+01	1.5564284703299743e-02
2.2493653007613901e+01	1.5833850114394279e-02
2.2493653007613901e+01	1.6077871724522227e-02
2.2493653007613901e+01	1.6347561285093983e-02
2.2493653007613901e+01	1.6605876889041506e-02
2.2493653007613901e+01	1.6863563745579190e-02
2.2493653007613901e+01	1.7132718665989741e-02
2.2493653007613901e+01	1.7380620173537451e-02
2.2493653007613901e+01	1.7634505226890494e-02
2.2493653007613901e+01	1.7914824492930123e-02
2.2493653007613901e+01	1.8168630627410264e-02
2.2493653007613901e+01	1.8428194940413933e-02
2.2493653007613901e+01	1.8692165160827078e-02
2.2493653007613901e+01	1.8934805160369744e-02
2.2493653007613901e+01	1.9193451542608982e-02
2.2493653007613901e+01	1.9450129091773800e-02
2.2493653007613901e+01	1.9724694284326411e-02
2.2493653007613901e+01	1.9966986172624761e-02
2.2493653007613901e+01	2.0246540714189545e-02
2.2493653007613901e+01	2.0498817135213541e-02
2.2493653007613901e+01	2.0748431467295943e-02
2.2493653007613901e+01	2.1016847063631213e-02
2.2493653007613901e+01	2.1286348456383320e-02
2.2493653007613901e+01	2.1531554819461791e-02
2.2493653007613901e+01	2.1791953085022683e-02
2.2493653007613901e+01	2.2046076342000346e-02
2.2493653007613901e+01	2.2321548633518606e-02
2.2493653007613901e+01	2.2559908755199427e-02
2.2493653007613901e+01	2.2833674020579470e-02
2.2493653007613901e+01	2.3091027762351727e-02
2.2493653007613901e+01	2.3345895747634654e-02
2.2493653007613901e+01	2.3600966482304024e-02
2.2493653007613901e+01	2.3861122485881403e-02
2.2493653007613901e+01	2.4136883491384958e-02
2.2493653007613901e+01	2.4389729329982981e-02
2.2493653007613901e+01	2.4639320639630733e-02
2.2493653007613901e+01	2.4906129641892604e-02
2.2493653007613901e+01	2.5172357824277548e-02
2.2493653007613901e+01	2.5411313427791314e-02
2.2493653007613901e+01	2.5694373571985406e-02
2.2493653007613901e+01	2.5931225174438320e-02
2.2493653007613901e+01	2.6208249727291674e-02
2.2493653007613901e+01	2.6472642826107926e-02
2.2493653007613901e+01	2.6708714370491035e-02
2.2493653007613901e+01	2.6974201512101927e-02
2.2493653007613901e+01	2.7241448474821402e-02
2.2493653007613901e+01	2.7507425259377234e-02
2.2493653007613901e+01	2.7754019786058823e-02
2.2493653007613901e+01	2.8009354135125189e-02
2.2493653007613901e+01	2.8273421284189176e-02
2.2493653007613901e+01	2.8536641566557119e-02
2.2493653007613901e+01	2.8807395980857912e-02
2.2493653007613901e+01	2.9045876616348752e-02
2.2493653007613901e+01	2.9314349327926547e-02
2.2493653007613901e+01	2.9583924414252404e-02
2.2493653007613901e+01	2.9843709960976173e-02
2.2493653007613901e+01	3.0079620125301503e-02
